AbilityID	GOID	AbilityName	isCastAble	CastTime	CastAnimStart	CastAnimMid	CastAnimEnd	TargetAnim	ValueFrom	ValueTo	isBuff	BuffTime
2136	-2145296384	None	false									
2137	-2145295360	None	false									
2138	-2145294336	None	false									
2139	-2145293312	None	false									
2140	-2145292288	None	false									
2141	-2145291264	None	false									
2142	-2145290240	None	false									
2143	-2145289216	None	false									
2144	-2145288192	None	false									
2145	-2145287168	None	false									
2146	-2145286144	None	false									
2147	-2145285120	None	false									
2148	-2145284096	None	false									
2149	-2145283072	None	false									
2150	-2145282048	None	false									
2151	-2145281024	None	false									
2152	-2145280000	None	false									
2153	-2145278976	None	false									
2154	-2145277952	None	false									
2155	-2145276928	None	false									
2156	-2145275904	None	false									
2157	-2145274880	None	false									
2158	-2145273856	None	false									
2159	-2145272832	None	false									
2160	-2145271808	None	false									
2161	-2145270784	None	false									
2162	-2145269760	None	false									
2163	-2145268736	None	false									
2164	-2145267712	None	false									
2165	-2145266688	None	false									
2166	-2145265664	None	false									
2167	-2145264640	None	false									
2168	-2145263616	None	false									
2169	-2145262592	None	false									
2170	-2145261568	None	false									
2171	-2145260544	None	false									
2172	-2145259520	None	false									
2173	-2145258496	None	false									
2174	-2145257472	None	false									
2175	-2145256448	None	false									
2176	-2145255424	None	false									
2177	-2145254400	None	false									
2178	-2145253376	None	false									
2179	-2145252352	None	false									
2180	-2145251328	None	false									
2181	-2145250304	None	false									
2182	-2145249280	None	false									
2183	-2145248256	None	false									
2184	-2145247232	None	false									
2185	-2145246208	None	false									
2186	-2145245184	None	false									
2187	-2145244160	None	false									
2188	-2145243136	None	false									
2189	-2145242112	None	false									
2190	-2145241088	None	false									
2191	-2145240064	None	false									
2192	-2145239040	None	false									
2193	-2145238016	None	false									
2194	-2145236992	None	false									
2195	-2145235968	None	false									
2196	-2145234944	None	false									
2197	-2145233920	None	false									
2198	-2145232896	None	false									
2199	-2145231872	None	false									
2200	-2145230848	None	false									
2201	-2145229824	None	false									
2202	-2145228800	None	false									
2203	-2145227776	None	false									
2204	-2145226752	None	false									
2205	-2145225728	None	false									
2206	-2145224704	None	false									
2207	-2145223680	None	false									
2208	-2145222656	None	false									
2209	-2145221632	None	false									
2210	-2145220608	None	false									
2211	-2145219584	None	false									
2212	-2145218560	None	false									
2213	-2145217536	None	false									
2214	-2145216512	None	false									
2215	-2145215488	None	false									
2216	-2145214464	None	false									
2217	-2145213440	None	false									
2218	-2145212416	None	false									
2219	-2145211392	None	false									
2220	-2145210368	None	false									
2221	-2145209344	None	false									
2222	-2145208320	None	false									
2223	-2145207296	None	false									
2224	-2145206272	None	false									
2225	-2145205248	None	false									
2226	-2145204224	None	false									
2227	-2145203200	None	false									
2228	-2145202176	None	false									
2229	-2145201152	None	false									
2230	-2145200128	None	false									
2231	-2145199104	None	false									
2232	-2145198080	None	false									
2233	-2145197056	None	false									
2234	-2145196032	None	false									
2235	-2145195008	None	false									
2236	-2145193984	None	false									
2237	-2145192960	None	false									
2238	-2145191936	None	false									
2239	-2145190912	None	false									
2240	-2145189888	None	false									
2241	-2145188864	None	false									
2242	-2145187840	None	false									
2243	-2145186816	None	false									
2244	-2145185792	None	false									
2245	-2145184768	None	false									
2246	-2145183744	None	false									
2247	-2145182720	None	false									
2248	-2145181696	None	false									
2249	-2145180672	None	false									
2250	-2145179648	None	false									
2251	-2145178624	None	false									
2252	-2145177600	None	false									
2253	-2145176576	None	false									
2254	-2145175552	None	false									
2255	-2145174528	None	false									
2256	-2145173504	None	false									
2257	-2145172480	None	false									
2258	-2145171456	None	false									
2259	-2145170432	None	false									
2260	-2145169408	None	false									
2261	-2145168384	None	false									
2262	-2145167360	None	false									
2263	-2145166336	None	false									
2264	-2145165312	None	false									
2265	-2145164288	None	false									
2266	-2145163264	None	false									
2267	-2145162240	None	false									
2268	-2145161216	None	false									
2269	-2145160192	None	false									
2270	-2145159168	None	false									
2271	-2145158144	None	false									
2272	-2145157120	None	false									
2273	-2145156096	None	false									
2274	-2145155072	None	false									
2275	-2145154048	None	false									
2276	-2145153024	None	false									
2277	-2145152000	None	false									
2278	-2145150976	None	false									
2279	-2145149952	None	false									
2280	-2145148928	None	false									
2281	-2145147904	None	false									
2282	-2145146880	None	false									
2283	-2145145856	None	false									
2284	-2145144832	None	false									
2285	-2145143808	None	false									
2286	-2145142784	None	false									
2287	-2145141760	None	false									
2288	-2145140736	None	false									
2289	-2145139712	None	false									
2290	-2145138688	None	false									
2291	-2145137664	None	false									
2292	-2145136640	None	false									
2293	-2145135616	None	false									
2294	-2145134592	None	false									
2295	-2145133568	None	false									
2296	-2145132544	None	false									
2297	-2145131520	None	false									
2298	-2145130496	None	false									
2299	-2145129472	None	false									
2300	-2145128448	None	false									
2301	-2145127424	None	false									
2302	-2145126400	None	false									
2303	-2145125376	None	false									
2304	-2145124352	None	false									
2305	-2145123328	None	false									
2306	-2145122304	None	false									
2307	-2145121280	None	false									
2308	-2145120256	None	false									
2309	-2145119232	None	false									
2310	-2145118208	None	false									
2311	-2145117184	None	false									
2312	-2145116160	None	false									
2313	-2145115136	None	false									
2314	-2145114112	None	false									
2315	-2145113088	None	false									
2316	-2145112064	None	false									
2317	-2145111040	None	false									
2318	-2145110016	None	false									
2319	-2145108992	None	false									
2320	-2145107968	None	false									
2321	-2145106944	None	false									
2322	-2145105920	None	false									
2323	-2145104896	None	false									
2324	-2145103872	None	false									
2325	-2145102848	None	false									
2326	-2145101824	None	false									
2327	-2145100800	None	false									
2328	-2145099776	None	false									
2329	-2145098752	None	false									
2330	-2145097728	None	false									
2331	-2145096704	None	false									
2332	-2145095680	None	false									
2333	-2145094656	None	false									
2334	-2145093632	None	false									
2335	-2145092608	None	false									
2336	-2145091584	None	false									
2337	-2145090560	None	false									
2338	-2145089536	None	false									
2339	-2145088512	None	false									
2340	-2145087488	None	false									
2341	-2145086464	None	false									
2342	-2145085440	None	false									
2343	-2145084416	None	false									
2344	-2145083392	None	false									
2345	-2145082368	None	false									
2346	-2145081344	None	false									
2347	-2145080320	None	false									
2348	-2145079296	None	false									
2349	-2145078272	None	false									
2350	-2145077248	None	false									
2351	-2145076224	None	false									
2352	-2145075200	None	false									
2353	-2145074176	None	false									
2354	-2145073152	None	false									
2355	-2145072128	None	false									
2356	-2145071104	None	false									
2357	-2145070080	None	false									
2358	-2145069056	None	false									
2359	-2145068032	None	false									
2360	-2145067008	None	false									
2361	-2145065984	None	false									
2362	-2145064960	None	false									
2363	-2145063936	None	false									
2364	-2145062912	None	false									
2365	-2145061888	None	false									
2366	-2145060864	None	false									
2367	-2145059840	None	false									
2368	-2145058816	None	false									
2369	-2145057792	None	false									
2370	-2145056768	None	false									
2371	-2145055744	None	false									
2372	-2145054720	None	false									
2373	-2145053696	None	false									
2374	-2145052672	None	false									
2375	-2145051648	None	false									
2376	-2145050624	None	false									
2377	-2145049600	None	false									
2378	-2145048576	None	false									
2379	-2145047552	None	false									
2380	-2145046528	None	false									
2381	-2145045504	None	false									
2382	-2145044480	None	false									
2383	-2145043456	None	false									
2384	-2145042432	None	false									
2385	-2145041408	None	false									
2386	-2145040384	None	false									
2387	-2145039360	None	false									
2388	-2145038336	None	false									
2389	-2145037312	None	false									
2390	-2145036288	None	false									
2391	-2145035264	None	false									
2392	-2145034240	None	false									
2393	-2145033216	None	false									
2394	-2145032192	None	false									
2395	-2145031168	None	false									
2396	-2145030144	None	false									
2397	-2145029120	None	false									
2398	-2145028096	None	false									
2399	-2145027072	None	false									
2400	-2145026048	None	false									
2401	-2145025024	None	false									
2402	-2145024000	None	false									
2403	-2145022976	None	false									
2404	-2145021952	None	false									
2405	-2145020928	None	false									
2406	-2145019904	None	false									
2407	-2145018880	None	false									
2408	-2145017856	None	false									
2409	-2145016832	None	false									
2410	-2145015808	None	false									
2411	-2145014784	None	false									
2412	-2145013760	None	false									
2413	-2145012736	None	false									
2414	-2145011712	None	false									
2415	-2145010688	None	false									
2416	-2145009664	None	false									
2417	-2145008640	None	false									
2418	-2145007616	None	false									
2419	-2145006592	None	false									
2420	-2145005568	None	false									
2421	-2145004544	None	false									
2422	-2145003520	None	false									
2423	-2145002496	None	false									
2424	-2145001472	None	false									
2425	-2145000448	None	false									
2426	-2144999424	None	false									
2427	-2144998400	None	false									
2428	-2144997376	None	false									
2429	-2144996352	None	false									
2430	-2144995328	None	false									
2431	-2144994304	None	false									
2432	-2144993280	None	false									
2433	-2144992256	None	false									
2434	-2144991232	None	false									
2435	-2144990208	None	false									
2436	-2144989184	None	false									
2437	-2144988160	None	false									
2438	-2144987136	None	false									
2439	-2144986112	None	false									
2440	-2144985088	None	false									
2441	-2144984064	None	false									
2442	-2144983040	None	false									
2443	-2144982016	None	false									
2444	-2144980992	None	false									
2445	-2144979968	None	false									
2446	-2144978944	None	false									
2447	-2144977920	None	false									
2448	-2144976896	None	false									
2449	-2144975872	None	false									
2450	-2144974848	None	false									
2451	-2144973824	None	false									
2452	-2144972800	None	false									
2453	-2144971776	None	false									
2454	-2144970752	None	false									
2455	-2144969728	None	false									
2456	-2144968704	None	false									
2457	-2144967680	None	false									
2458	-2144966656	None	false									
2459	-2144965632	None	false									
2460	-2144964608	None	false									
2461	-2144963584	None	false									
2462	-2144962560	None	false									
2463	-2144961536	None	false									
2464	-2144960512	None	false									
2465	-2144959488	None	false									
2466	-2144958464	None	false									
2467	-2144957440	None	false									
2468	-2144956416	None	false									
2469	-2144955392	None	false									
2470	-2144954368	None	false									
2471	-2144953344	None	false									
2472	-2144952320	None	false									
2473	-2144951296	None	false									
2474	-2144950272	None	false									
2475	-2144949248	None	false									
2476	-2144948224	None	false									
2477	-2144947200	None	false									
2478	-2144946176	None	false									
2479	-2144945152	None	false									
2480	-2144944128	None	false									
2481	-2144943104	None	false									
2482	-2144942080	None	false									
2483	-2144941056	None	false									
2484	-2144940032	None	false									
2485	-2144939008	None	false									
2486	-2144937984	None	false									
2487	-2144936960	None	false									
2488	-2144935936	None	false									
2489	-2144934912	None	false									
2490	-2144933888	None	false									
2491	-2144932864	None	false									
2492	-2144931840	None	false									
2493	-2144930816	None	false									
2494	-2144929792	None	false									
2495	-2144928768	None	false									
2496	-2144927744	None	false									
2497	-2144926720	None	false									
2498	-2144925696	None	false									
2499	-2144924672	None	false									
2500	-2144923648	None	false									
2501	-2144922624	None	false									
2502	-2144921600	None	false									
2503	-2144920576	None	false									
2504	-2144919552	None	false									
2505	-2144918528	None	false									
2506	-2144917504	None	false									
2507	-2144916480	None	false									
2508	-2144915456	None	false									
2509	-2144914432	None	false									
2510	-2144913408	None	false									
2511	-2144912384	None	false									
2512	-2144911360	None	false									
2513	-2144910336	None	false									
2514	-2144909312	None	false									
2515	-2144908288	None	false									
2516	-2144907264	None	false									
2517	-2144906240	None	false									
2518	-2144905216	None	false									
2519	-2144904192	None	false									
2520	-2144903168	None	false									
2521	-2144902144	None	false									
2522	-2144901120	None	false									
2523	-2144900096	None	false									
2524	-2144899072	None	false									
2525	-2144898048	None	false									
2526	-2144897024	None	false									
2527	-2144896000	None	false									
2528	-2144894976	None	false									
2529	-2144893952	None	false									
2530	-2144892928	None	false									
2531	-2144891904	None	false									
2532	-2144890880	None	false									
2533	-2144889856	None	false									
2534	-2144888832	None	false									
2535	-2144887808	None	false									
2536	-2144886784	None	false									
2537	-2144885760	None	false									
2538	-2144884736	None	false									
2539	-2144883712	None	false									
2540	-2144882688	None	false									
2541	-2144881664	None	false									
2542	-2144880640	None	false									
2543	-2144879616	None	false									
2544	-2144878592	None	false									
2545	-2144877568	None	false									
2546	-2144876544	None	false									
2547	-2144875520	None	false									
2548	-2144874496	None	false									
2549	-2144873472	None	false									
2550	-2144872448	None	false									
2551	-2144871424	None	false									
2552	-2144870400	None	false									
2553	-2144869376	None	false									
2554	-2144868352	None	false									
2555	-2144867328	None	false									
2556	-2144866304	None	false									
2557	-2144865280	None	false									
2558	-2144864256	None	false									
2559	-2144863232	None	false									
2560	-2144862208	None	false									
2561	-2144861184	None	false									
2562	-2144860160	None	false									
2563	-2144859136	None	false									
2564	-2144858112	None	false									
2565	-2144857088	None	false									
2566	-2144856064	None	false									
2567	-2144855040	None	false									
2568	-2144854016	None	false									
2569	-2144852992	None	false									
2570	-2144851968	None	false									
2571	-2144850944	None	false									
2572	-2144849920	None	false									
2573	-2144848896	None	false									
2574	-2144847872	None	false									
2575	-2144846848	None	false									
2576	-2144845824	None	false									
2577	-2144844800	None	false									
2578	-2144843776	None	false									
2579	-2144842752	None	false									
2580	-2144841728	None	false									
2581	-2144840704	None	false									
2582	-2144839680	None	false									
2583	-2144838656	None	false									
2584	-2144837632	None	false									
2585	-2144836608	None	false									
2586	-2144835584	None	false									
2587	-2144834560	None	false									
2588	-2144833536	None	false									
2589	-2144832512	None	false									
2590	-2144831488	None	false									
2591	-2144830464	None	false									
2592	-2144829440	None	false									
2593	-2144828416	None	false									
2594	-2144827392	None	false									
2595	-2144826368	None	false									
2596	-2144825344	None	false									
2597	-2144824320	None	false									
2598	-2144823296	None	false									
2599	-2144822272	None	false									
2600	-2144821248	None	false									
2601	-2144820224	None	false									
2602	-2144819200	None	false									
2603	-2144818176	None	false									
2604	-2144817152	None	false									
2605	-2144816128	None	false									
2606	-2144815104	None	false									
2607	-2144814080	None	false									
2608	-2144813056	None	false									
2609	-2144812032	None	false									
2610	-2144811008	None	false									
2611	-2144809984	None	false									
2612	-2144808960	None	false									
2613	-2144807936	None	false									
2614	-2144806912	None	false									
2615	-2144805888	None	false									
2616	-2144804864	None	false									
2617	-2144803840	None	false									
2618	-2144802816	None	false									
2619	-2144801792	None	false									
2620	-2144800768	None	false									
2621	-2144799744	None	false									
2622	-2144798720	None	false									
2623	-2144797696	None	false									
2624	-2144796672	None	false									
2625	-2144795648	None	false									
2626	-2144794624	None	false									
2627	-2144793600	None	false									
2628	-2144792576	None	false									
2629	-2144791552	None	false									
2630	-2144790528	None	false									
2631	-2144789504	None	false									
2632	-2144788480	None	false									
2633	-2144787456	None	false									
2634	-2144786432	None	false									
2635	-2144785408	None	false									
2636	-2144784384	None	false									
2637	-2144783360	None	false									
2638	-2144782336	None	false									
2639	-2144781312	None	false									
2640	-2144780288	None	false									
2641	-2144779264	None	false									
2642	-2144778240	None	false									
2643	-2144777216	None	false									
2644	-2144776192	None	false									
2645	-2144775168	None	false									
2646	-2144774144	None	false									
2647	-2144773120	None	false									
2648	-2144772096	None	false									
2649	-2144771072	None	false									
2650	-2144770048	None	false									
2651	-2144769024	None	false									
2652	-2144768000	None	false									
2653	-2144766976	None	false									
2654	-2144765952	None	false									
2655	-2144764928	None	false									
2656	-2144763904	None	false									
2657	-2144762880	None	false									
2658	-2144761856	None	false									
2659	-2144760832	None	false									
2660	-2144759808	None	false									
2661	-2144758784	None	false									
2662	-2144757760	None	false									
2663	-2144756736	None	false									
2664	-2144755712	None	false									
2665	-2144754688	None	false									
2666	-2144753664	None	false									
2667	-2144752640	None	false									
2668	-2144751616	None	false									
2669	-2144750592	None	false									
2670	-2144749568	None	false									
2671	-2144748544	None	false									
2672	-2144747520	None	false									
2673	-2144746496	None	false									
2674	-2144745472	None	false									
2675	-2144744448	None	false									
2676	-2144743424	None	false									
2677	-2144742400	None	false									
2678	-2144741376	None	false									
2679	-2144740352	None	false									
2680	-2144739328	None	false									
2681	-2144738304	None	false									
2682	-2144737280	None	false									
2683	-2144736256	None	false									
2684	-2144735232	None	false									
2685	-2144734208	None	false									
2686	-2144733184	None	false									
2687	-2144732160	None	false									
2688	-2144731136	None	false									
2689	-2144730112	None	false									
2690	-2144729088	None	false									
2691	-2144728064	None	false									
2692	-2144727040	None	false									
2693	-2144726016	None	false									
2694	-2144724992	None	false									
2695	-2144723968	None	false									
2696	-2144722944	None	false									
2697	-2144721920	None	false									
2698	-2144720896	None	false									
2699	-2144719872	None	false									
2700	-2144718848	None	false									
2701	-2144717824	None	false									
2702	-2144716800	None	false									
2703	-2144715776	None	false									
2704	-2144714752	None	false									
2705	-2144713728	None	false									
2706	-2144712704	None	false									
2707	-2144711680	None	false									
2708	-2144710656	None	false									
2709	-2144709632	None	false									
2710	-2144708608	None	false									
2711	-2144707584	None	false									
2712	-2144706560	None	false									
2713	-2144705536	None	false									
2714	-2144704512	None	false									
2715	-2144703488	None	false									
2716	-2144702464	None	false									
2717	-2144701440	None	false									
2718	-2144700416	None	false									
2719	-2144699392	None	false									
2720	-2144698368	None	false									
2721	-2144697344	None	false									
2722	-2144696320	None	false									
2723	-2144695296	None	false									
2724	-2144694272	None	false									
2725	-2144693248	None	false									
2726	-2144692224	None	false									
2727	-2144691200	None	false									
2728	-2144690176	None	false									
2729	-2144689152	None	false									
2730	-2144688128	None	false									
2731	-2144687104	None	false									
2732	-2144686080	None	false									
2733	-2144685056	None	false									
2734	-2144684032	None	false									
2735	-2144683008	None	false									
2736	-2144681984	None	false									
2737	-2144680960	None	false									
2738	-2144679936	None	false									
2739	-2144678912	None	false									
2740	-2144677888	None	false									
2741	-2144676864	None	false									
2742	-2144675840	None	false									
2743	-2144674816	None	false									
2744	-2144673792	None	false									
2745	-2144672768	None	false									
2746	-2144671744	None	false									
2747	-2144670720	None	false									
2748	-2144669696	None	false									
2749	-2144668672	None	false									
2750	-2144667648	None	false									
2751	-2144666624	None	false									
2752	-2144665600	None	false									
2753	-2144664576	None	false									
2754	-2144663552	None	false									
2755	-2144662528	None	false									
2756	-2144661504	None	false									
2757	-2144660480	None	false									
2758	-2144659456	None	false									
2759	-2144658432	None	false									
2760	-2144657408	None	false									
2761	-2144656384	None	false									
2762	-2144655360	None	false									
2763	-2144654336	None	false									
2764	-2144653312	None	false									
2765	-2144652288	None	false									
2766	-2144651264	None	false									
2767	-2144650240	None	false									
2768	-2144649216	None	false									
2769	-2144648192	None	false									
2770	-2144647168	None	false									
2771	-2144646144	None	false									
2772	-2144645120	None	false									
2773	-2144644096	None	false									
2774	-2144643072	None	false									
2775	-2144642048	None	false									
2776	-2144641024	None	false									
2777	-2144640000	None	false									
2778	-2144638976	None	false									
2779	-2144637952	None	false									
2780	-2144636928	None	false									
2781	-2144635904	None	false									
2782	-2144634880	None	false									
2783	-2144633856	None	false									
2784	-2144632832	None	false									
2785	-2144631808	None	false									
2786	-2144630784	None	false									
2787	-2144629760	None	false									
2788	-2144628736	None	false									
2789	-2144627712	None	false									
2790	-2144626688	None	false									
2791	-2144625664	None	false									
2792	-2144624640	None	false									
2793	-2144623616	None	false									
2794	-2144622592	None	false									
2795	-2144621568	None	false									
2796	-2144620544	None	false									
2797	-2144619520	None	false									
2798	-2144618496	None	false									
2799	-2144617472	None	false									
2800	-2144616448	None	false									
2801	-2144615424	None	false									
2802	-2144614400	None	false									
2803	-2144613376	None	false									
2804	-2144612352	None	false									
2805	-2144611328	None	false									
2806	-2144610304	None	false									
2807	-2144609280	None	false									
2808	-2144608256	None	false									
2809	-2144607232	None	false									
2810	-2144606208	None	false									
2811	-2144605184	None	false									
2812	-2144604160	None	false									
2813	-2144603136	None	false									
2814	-2144602112	None	false									
2815	-2144601088	None	false									
2816	-2144600064	None	false									
2817	-2144599040	None	false									
2818	-2144598016	None	false									
2819	-2144596992	None	false									
2820	-2144595968	None	false									
2821	-2144594944	None	false									
2822	-2144593920	None	false									
2823	-2144592896	None	false									
2824	-2144591872	None	false									
2825	-2144590848	None	false									
2826	-2144589824	None	false									
2827	-2144588800	None	false									
2828	-2144587776	None	false									
2829	-2144586752	None	false									
2830	-2144585728	None	false									
2831	-2144584704	None	false									
2832	-2144583680	None	false									
2833	-2144582656	None	false									
2834	-2144581632	None	false									
2835	-2144580608	None	false									
2836	-2144579584	None	false									
2837	-2144578560	None	false									
2838	-2144577536	None	false									
2839	-2144576512	None	false									
2840	-2144575488	None	false									
2841	-2144574464	None	false									
2842	-2144573440	None	false									
2843	-2144572416	None	false									
2844	-2144571392	None	false									
2845	-2144570368	None	false									
2846	-2144569344	None	false									
2847	-2144568320	None	false									
2848	-2144567296	None	false									
2849	-2144566272	None	false									
2850	-2144565248	None	false									
2851	-2144564224	None	false									
2852	-2144563200	None	false									
2853	-2144562176	None	false									
2854	-2144561152	None	false									
2855	-2144560128	None	false									
2856	-2144559104	None	false									
2857	-2144558080	None	false									
2858	-2144557056	None	false									
2859	-2144556032	None	false									
2860	-2144555008	None	false									
2861	-2144553984	None	false									
2862	-2144552960	None	false									
2863	-2144551936	None	false									
2864	-2144550912	None	false									
2865	-2144549888	None	false									
2866	-2144548864	None	false									
2867	-2144547840	None	false									
2868	-2144546816	None	false									
2869	-2144545792	None	false									
2870	-2144544768	None	false									
2871	-2144543744	None	false									
2872	-2144542720	None	false									
2873	-2144541696	None	false									
2874	-2144540672	None	false									
2875	-2144539648	None	false									
2876	-2144538624	None	false									
2877	-2144537600	None	false									
2878	-2144536576	None	false									
2879	-2144535552	None	false									
2880	-2144534528	None	false									
2881	-2144533504	None	false									
2882	-2144532480	None	false									
2883	-2144531456	None	false									
2884	-2144530432	None	false									
2885	-2144529408	None	false									
2886	-2144528384	None	false									
2887	-2144527360	None	false									
2888	-2144526336	None	false									
2889	-2144525312	None	false									
2890	-2144524288	None	false									
2891	-2144523264	None	false									
2892	-2144522240	None	false									
2893	-2144521216	None	false									
2894	-2144520192	None	false									
2895	-2144519168	None	false									
2896	-2144518144	None	false									
2897	-2144517120	None	false									
2898	-2144516096	None	false									
2899	-2144515072	None	false									
2900	-2144514048	None	false									
2901	-2144513024	None	false									
2902	-2144512000	None	false									
2903	-2144510976	None	false									
2904	-2144509952	None	false									
2905	-2144508928	None	false									
2906	-2144507904	None	false									
2907	-2144506880	None	false									
2908	-2144505856	None	false									
2909	-2144504832	None	false									
2910	-2144503808	None	false									
2911	-2144502784	None	false									
2912	-2144501760	None	false									
2913	-2144500736	None	false									
2914	-2144499712	None	false									
2915	-2144498688	None	false									
2916	-2144497664	None	false									
2917	-2144496640	None	false									
2918	-2144495616	None	false									
2919	-2144494592	None	false									
2920	-2144493568	None	false									
2921	-2144492544	None	false									
2922	-2144491520	None	false									
2923	-2144490496	None	false									
2924	-2144489472	None	false									
2925	-2144488448	None	false									
2926	-2144487424	None	false									
2927	-2144486400	None	false									
2928	-2144485376	None	false									
2929	-2144484352	None	false									
2930	-2144483328	None	false									
2931	-2144482304	None	false									
2932	-2144481280	None	false									
2933	-2144480256	None	false									
2934	-2144479232	None	false									
2935	-2144478208	None	false									
2936	-2144477184	None	false									
2937	-2144476160	None	false									
2938	-2144475136	None	false									
2939	-2144474112	None	false									
2940	-2144473088	None	false									
2941	-2144472064	None	false									
2942	-2144471040	None	false									
2943	-2144470016	None	false									
2944	-2144468992	None	false									
2945	-2144467968	None	false									
2946	-2144466944	None	false									
2947	-2144465920	None	false									
2948	-2144464896	None	false									
2949	-2144463872	None	false									
2950	-2144462848	None	false									
2951	-2144461824	None	false									
2952	-2144460800	None	false									
2953	-2144459776	None	false									
2954	-2144458752	None	false									
2955	-2144457728	None	false									
2956	-2144456704	None	false									
2957	-2144455680	None	false									
2958	-2144454656	None	false									
2959	-2144453632	None	false									
2960	-2144452608	None	false									
2961	-2144451584	None	false									
2962	-2144450560	None	false									
2963	-2144449536	None	false									
2964	-2144448512	None	false									
2965	-2144447488	None	false									
2966	-2144446464	None	false									
2967	-2144445440	None	false									
2968	-2144444416	None	false									
2969	-2144443392	None	false									
2970	-2144442368	None	false									
2971	-2144441344	None	false									
2972	-2144440320	None	false									
2973	-2144439296	None	false									
2974	-2144438272	None	false									
2975	-2144437248	None	false									
2976	-2144436224	None	false									
2977	-2144435200	None	false									
2978	-2144434176	None	false									
2979	-2144433152	None	false									
2980	-2144432128	None	false									
2981	-2144431104	None	false									
2982	-2144430080	None	false									
2983	-2144429056	None	false									
2984	-2144428032	None	false									
2985	-2144427008	None	false									
2986	-2144425984	None	false									
2987	-2144424960	None	false									
2988	-2144423936	None	false									
2989	-2144422912	None	false									
2990	-2144421888	None	false									
2991	-2144420864	None	false									
2992	-2144419840	None	false									
2993	-2144418816	None	false									
2994	-2144417792	None	false									
2995	-2144416768	None	false									
2996	-2144415744	None	false									
2997	-2144414720	None	false									
2998	-2144413696	None	false									
2999	-2144412672	None	false									
3000	-2144411648	None	false									
3001	-2144410624	None	false									
3002	-2144409600	None	false									
3003	-2144408576	None	false									
3004	-2144407552	None	false									
3005	-2144406528	None	false									
3006	-2144405504	None	false									
3007	-2144404480	None	false									
3008	-2144403456	None	false									
3009	-2144402432	None	false									
3010	-2144401408	None	false									
3011	-2144400384	None	false									
3012	-2144399360	None	false									
3013	-2144398336	None	false									
3014	-2144397312	None	false									
3015	-2144396288	None	false									
3016	-2144395264	None	false									
3017	-2144394240	None	false									
3018	-2144393216	None	false									
3019	-2144392192	None	false									
3020	-2144391168	None	false									
3021	-2144390144	None	false									
3022	-2144389120	None	false									
3023	-2144388096	None	false									
3024	-2144387072	None	false									
3025	-2144386048	None	false									
3026	-2144385024	None	false									
3027	-2144384000	None	false									
3028	-2144382976	None	false									
3029	-2144381952	None	false									
3030	-2144380928	None	false									
3031	-2144379904	None	false									
3032	-2144378880	None	false									
3033	-2144377856	None	false									
3034	-2144376832	None	false									
3035	-2144375808	None	false									
3036	-2144374784	None	false									
3037	-2144373760	None	false									
3038	-2144372736	None	false									
3039	-2144371712	None	false									
3040	-2144370688	None	false									
3041	-2144369664	None	false									
3042	-2144368640	None	false									
3043	-2144367616	None	false									
3044	-2144366592	None	false									
3045	-2144365568	None	false									
3046	-2144364544	None	false									
3047	-2144363520	None	false									
3048	-2144362496	None	false									
3049	-2144361472	None	false									
3050	-2144360448	None	false									
3051	-2144359424	None	false									
3052	-2144358400	None	false									
3053	-2144357376	None	false									
3054	-2144356352	None	false									
3055	-2144355328	None	false									
3056	-2144354304	None	false									
3057	-2144353280	None	false									
3058	-2144352256	None	false									
3059	-2144351232	None	false									
3060	-2144350208	None	false									
3061	-2144349184	None	false									
3062	-2144348160	None	false									
3063	-2144347136	None	false									
3064	-2144346112	None	false									
3065	-2144345088	None	false									
3066	-2144344064	None	false									
3067	-2144343040	None	false									
3068	-2144342016	None	false									
3069	-2144340992	None	false									
3070	-2144339968	None	false									
3071	-2144338944	None	false									
3072	-2144337920	None	false									
3073	-2144336896	None	false									
3074	-2144335872	None	false									
3075	-2144334848	None	false									
3076	-2144333824	None	false									
3077	-2144332800	None	false									
3078	-2144331776	None	false									
3079	-2144330752	None	false									
3080	-2144329728	None	false									
3081	-2144328704	None	false									
3082	-2144327680	None	false									
3083	-2144326656	None	false									
3084	-2144325632	None	false									
3085	-2144324608	None	false									
3086	-2144323584	None	false									
3087	-2144322560	None	false									
3088	-2144321536	None	false									
3089	-2144320512	None	false									
3090	-2144319488	None	false									
3091	-2144318464	None	false									
3092	-2144317440	None	false									
3093	-2144316416	None	false									
3094	-2144315392	None	false									
3095	-2144314368	None	false									
3096	-2144313344	None	false									
3097	-2144312320	None	false									
3098	-2144311296	None	false									
3099	-2144310272	None	false									
3100	-2144309248	None	false									
3101	-2144308224	None	false									
3102	-2144307200	None	false									
3103	-2144306176	None	false									
3104	-2144305152	None	false									
3105	-2144304128	None	false									
3106	-2144303104	None	false									
3107	-2144302080	None	false									
3108	-2144301056	None	false									
3109	-2144300032	None	false									
3110	-2144299008	None	false									
3111	-2144297984	None	false									
3112	-2144296960	None	false									
3113	-2144295936	None	false									
3114	-2144294912	None	false									
3115	-2144293888	None	false									
3116	-2144292864	None	false									
3117	-2144291840	None	false									
3118	-2144290816	None	false									
3119	-2144289792	None	false									
3120	-2144288768	None	false									
3121	-2144287744	None	false									
3122	-2144286720	None	false									
3123	-2144285696	None	false									
3124	-2144284672	None	false									
3125	-2144283648	None	false									
3126	-2144282624	None	false									
3127	-2144281600	None	false									
3128	-2144280576	None	false									
3129	-2144279552	None	false									
