AbilityID;GOID;AbilityName;isCastAble;CastTime;CastAnimStart;CastAnimMid;CastAnimEnd;ActivationFX;ValueFrom;ValueTo;isBuff;BuffTime;executionFX
1486;-2145961984;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1487;-2145960960;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1488;-2145959936;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1489;-2145958912;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1490;-2145957888;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1491;-2145956864;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1492;-2145955840;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1493;-2145954816;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1494;-2145953792;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1495;-2145952768;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1496;-2145951744;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1497;-2145950720;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1498;-2145949696;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1499;-2145948672;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1500;-2145947648;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1501;-2145946624;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1502;-2145945600;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1503;-2145944576;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1504;-2145943552;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1505;-2145942528;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1506;-2145941504;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1507;-2145940480;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1508;-2145939456;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1509;-2145938432;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1510;-2145937408;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1511;-2145936384;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1512;-2145935360;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1513;-2145934336;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1514;-2145933312;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1515;-2145932288;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1516;-2145931264;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1517;-2145930240;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1518;-2145929216;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1519;-2145928192;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1520;-2145927168;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1521;-2145926144;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1522;-2145925120;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1523;-2145924096;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1524;-2145923072;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1525;-2145922048;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1526;-2145921024;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1527;-2145920000;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1528;-2145918976;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1529;-2145917952;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1530;-2145916928;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1531;-2145915904;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1532;-2145914880;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1533;-2145913856;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1534;-2145912832;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1535;-2145911808;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1536;-2145910784;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1537;-2145909760;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1538;-2145908736;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1539;-2145907712;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1540;-2145906688;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1541;-2145905664;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1542;-2145904640;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1543;-2145903616;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1544;-2145902592;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1545;-2145901568;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1546;-2145900544;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1547;-2145899520;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1548;-2145898496;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1549;-2145897472;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1550;-2145896448;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1551;-2145895424;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1552;-2145894400;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1553;-2145893376;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1554;-2145892352;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1555;-2145891328;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1556;-2145890304;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1557;-2145889280;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1558;-2145888256;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1559;-2145887232;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1560;-2145886208;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1561;-2145885184;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1562;-2145884160;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1563;-2145883136;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1564;-2145882112;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1565;-2145881088;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1566;-2145880064;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1567;-2145879040;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1568;-2145878016;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1569;-2145876992;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1570;-2145875968;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1571;-2145874944;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1572;-2145873920;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1573;-2145872896;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1574;-2145871872;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1575;-2145870848;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1576;-2145869824;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1577;-2145868800;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1578;-2145867776;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1579;-2145866752;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1580;-2145865728;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1581;-2145864704;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1582;-2145863680;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1583;-2145862656;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1584;-2145861632;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1585;-2145860608;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1586;-2145859584;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1587;-2145858560;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1588;-2145857536;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1589;-2145856512;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1590;-2145855488;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1591;-2145854464;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1592;-2145853440;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1593;-2145852416;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1594;-2145851392;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1595;-2145850368;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1596;-2145849344;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1597;-2145848320;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1598;-2145847296;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1599;-2145846272;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1600;-2145845248;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1601;-2145844224;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1602;-2145843200;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1603;-2145842176;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1604;-2145841152;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1605;-2145840128;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1606;-2145839104;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1607;-2145838080;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1608;-2145837056;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1609;-2145836032;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1610;-2145835008;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1611;-2145833984;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1612;-2145832960;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1613;-2145831936;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1614;-2145830912;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1615;-2145829888;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1616;-2145828864;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1617;-2145827840;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1618;-2145826816;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1619;-2145825792;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1620;-2145824768;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1621;-2145823744;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1622;-2145822720;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1623;-2145821696;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1624;-2145820672;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1625;-2145819648;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1626;-2145818624;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1627;-2145817600;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1628;-2145816576;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1629;-2145815552;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1630;-2145814528;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1631;-2145813504;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1632;-2145812480;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1633;-2145811456;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1634;-2145810432;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1635;-2145809408;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1636;-2145808384;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1637;-2145807360;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1638;-2145806336;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1639;-2145805312;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1640;-2145804288;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1641;-2145803264;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1642;-2145802240;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1643;-2145801216;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1644;-2145800192;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1645;-2145799168;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1646;-2145798144;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1647;-2145797120;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1648;-2145796096;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1649;-2145795072;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1650;-2145794048;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1651;-2145793024;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1652;-2145792000;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1653;-2145790976;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1654;-2145789952;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1655;-2145788928;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1656;-2145787904;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1657;-2145786880;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1658;-2145785856;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1659;-2145784832;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1660;-2145783808;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1661;-2145782784;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1662;-2145781760;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1663;-2145780736;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1664;-2145779712;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1665;-2145778688;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1666;-2145777664;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1667;-2145776640;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1668;-2145775616;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1669;-2145774592;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1670;-2145773568;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1671;-2145772544;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1672;-2145771520;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1673;-2145770496;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1674;-2145769472;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1675;-2145768448;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1676;-2145767424;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1677;-2145766400;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1678;-2145765376;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1679;-2145764352;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1680;-2145763328;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1681;-2145762304;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1682;-2145761280;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1683;-2145760256;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1684;-2145759232;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1685;-2145758208;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1686;-2145757184;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1687;-2145756160;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1688;-2145755136;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1689;-2145754112;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1690;-2145753088;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1691;-2145752064;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1692;-2145751040;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1693;-2145750016;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1694;-2145748992;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1695;-2145747968;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1696;-2145746944;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1697;-2145745920;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1698;-2145744896;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1699;-2145743872;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1700;-2145742848;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1701;-2145741824;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1702;-2145740800;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1703;-2145739776;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1704;-2145738752;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1705;-2145737728;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1706;-2145736704;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1707;-2145735680;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1708;-2145734656;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1709;-2145733632;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1710;-2145732608;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1711;-2145731584;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1712;-2145730560;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1713;-2145729536;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1714;-2145728512;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1715;-2145727488;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1716;-2145726464;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1717;-2145725440;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1718;-2145724416;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1719;-2145723392;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1720;-2145722368;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1721;-2145721344;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1722;-2145720320;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1723;-2145719296;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1724;-2145718272;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1725;-2145717248;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1726;-2145716224;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1727;-2145715200;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1728;-2145714176;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1729;-2145713152;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1730;-2145712128;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1731;-2145711104;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1732;-2145710080;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1733;-2145709056;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1734;-2145708032;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1735;-2145707008;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1736;-2145705984;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1737;-2145704960;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1738;-2145703936;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1739;-2145702912;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1740;-2145701888;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1741;-2145700864;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1742;-2145699840;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1743;-2145698816;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1744;-2145697792;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1745;-2145696768;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1746;-2145695744;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1747;-2145694720;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1748;-2145693696;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1749;-2145692672;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1750;-2145691648;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1751;-2145690624;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1752;-2145689600;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1753;-2145688576;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1754;-2145687552;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1755;-2145686528;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1756;-2145685504;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1757;-2145684480;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1758;-2145683456;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1759;-2145682432;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1760;-2145681408;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1761;-2145680384;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1762;-2145679360;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1763;-2145678336;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1764;-2145677312;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1765;-2145676288;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1766;-2145675264;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1767;-2145674240;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1768;-2145673216;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1769;-2145672192;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1770;-2145671168;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1771;-2145670144;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1772;-2145669120;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1773;-2145668096;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1774;-2145667072;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1775;-2145666048;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1776;-2145665024;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1777;-2145664000;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1778;-2145662976;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1779;-2145661952;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1780;-2145660928;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1781;-2145659904;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1782;-2145658880;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1783;-2145657856;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1784;-2145656832;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1785;-2145655808;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1786;-2145654784;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1787;-2145653760;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1788;-2145652736;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1789;-2145651712;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1790;-2145650688;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1791;-2145649664;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1792;-2145648640;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1793;-2145647616;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1794;-2145646592;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1795;-2145645568;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1796;-2145644544;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1797;-2145643520;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1798;-2145642496;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1799;-2145641472;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1800;-2145640448;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1801;-2145639424;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1802;-2145638400;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1803;-2145637376;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1804;-2145636352;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1805;-2145635328;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1806;-2145634304;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1807;-2145633280;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1808;-2145632256;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1809;-2145631232;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1810;-2145630208;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1811;-2145629184;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1812;-2145628160;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1813;-2145627136;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1814;-2145626112;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1815;-2145625088;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
1816;-2145624064;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
