Magic: 04001a1a
Num anim entries: 5442
7808 0878 = R_D_XR_DodgeFromMB_RLb
7908 0879 = R_D_XR_DodgeFromMF_RLb
7a08 087a = R_D_XR_DodgeFromML_RLb
7b08 087b = R_D_XR_DodgeFromMR_RLb
9308 0893 = R_D_XR_RLb_DPegHF
8115 1581 = R_D_XR_RLb_DPegHL
8315 1583 = R_D_XR_RLb_DPegLF
9408 0894 = R_D_XR_RLb_DPegLL
8415 1584 = R_D_XR_RLb_DPegLR
9508 0895 = R_D_XR_RLb_DPegMF
9608 0896 = R_D_XR_RLb_DPegML
9708 0897 = R_D_XR_RLb_DPegMR
8708 0887 = R_D_XR_RLb_DodgeFromHB
8808 0888 = R_D_XR_RLb_DodgeFromHF
8908 0889 = R_D_XR_RLb_DodgeFromHL
8a08 088a = R_D_XR_RLb_DodgeFromHR
8b08 088b = R_D_XR_RLb_DodgeFromLB
8c08 088c = R_D_XR_RLb_DodgeFromLF
8d08 088d = R_D_XR_RLb_DodgeFromLL
8e08 088e = R_D_XR_RLb_DodgeFromLR
8f08 088f = R_D_XR_RLb_DodgeFromMB
9008 0890 = R_D_XR_RLb_DodgeFromMF
9108 0891 = R_D_XR_RLb_DodgeFromML
9208 0892 = R_D_XR_RLb_DodgeFromMR
8215 1582 = R_D_XR_RLb_DpegHR
9808 0898 = R_D_XR_SSegA_SSegB_L200
9908 0899 = R_D_XR_SSegA_SSegB_R200
9a08 089a = R_D_XR_SSegB_SSegC_L200
9b08 089b = R_D_XR_SSegB_SSegC_R200
9c08 089c = R_D_XR_SSegCA_SSegCB
9d08 089d = R_D_XR_SSegCB_SSegCC
9e08 089e = R_D_XR_SSegCC_SSegCA
9f08 089f = R_D_XR_SSegC_SSegA_L200
a008 08a0 = R_D_XR_SSegC_SSegA_R200
a108 08a1 = R_D_XR_SSegWA_SSegWB
a208 08a2 = R_D_XR_SSegWB_SSegWC
a308 08a3 = R_D_XR_SSegWC_SSegWA
9114 1491 = R_RLb_Aggro
a408 08a4 = R_RLb_GLb
a608 08a6 = R_RLb_PLb
a708 08a7 = R_RLb_RDLb
a808 08a8 = R_RLb_RPLb
a908 08a9 = R_RLb_RSLb
a508 08a5 = R_RLb_iLb
ba07 07ba = RifleDrawTest
5f14 145f = SD_A_SRFM_SDLbArmComboThrow_F50
db15 15db = SD_A_SRFM_SDLbArmComboThrow_F50_shared
ac08 08ac = SD_A_SRFM_SDLbTripStomp
ad08 08ad = SD_A_SR_BlockFailedPunch_SDLb
6014 1460 = SD_A_SR_SDLbArmGrab_F50
dc15 15dc = SD_A_SR_SDLbArmGrab_F50_shared
ae08 08ae = SD_A_SR_SDLbFlip_F140
af08 08af = SD_A_SR_SDLbGrabMidsectSidekick
6114 1461 = SD_A_SR_SDLbLeapHeadButt
dd15 15dd = SD_A_SR_SDLbLeapHeadButt_shared
b008 08b0 = SD_A_SR_SDLbRevTrip
d114 14d1 = SD_A_SR_SDLbShortGrabSidekick
6214 1462 = SD_A_SR_SDLbSpinBackfist_F50
de15 15de = SD_A_SR_SDLbSpinBackfist_F50_shared
b108 08b1 = SD_A_SR_SDLb_BlockFailedPunch
a915 15a9 = SD_A_SR_SDLb_BlockIdle
aa15 15aa = SD_A_SR_SDLb_BlockTaunt
b208 08b2 = SD_A_SR_SDLb_Hesitate
b308 08b3 = SD_A_SR_SDLb_HesitateDraw
3b0f 0f3b = SD_A_SR_SDLb_HesitateDraw_2
3c0f 0f3c = SD_A_SR_SDLb_HesitateDraw_3
aa08 08aa = SD_Arc_L40
ab08 08ab = SD_Arc_R40
b408 08b4 = SD_D_SRFM_SDLbSidekickSweep
be08 08be = SD_D_SR_BPegHF_SDLb
bf08 08bf = SD_D_SR_BPegHF_SDLb_B50
c008 08c0 = SD_D_SR_BPegHL_SDLb
c108 08c1 = SD_D_SR_BPegHL_SDLb_B50
c208 08c2 = SD_D_SR_BPegHR_SDLb
c308 08c3 = SD_D_SR_BPegHR_SDLb_B50
c408 08c4 = SD_D_SR_BPegLF_SDLb
c508 08c5 = SD_D_SR_BPegLF_SDLb_B50
c608 08c6 = SD_D_SR_BPegLL_SDLb
c708 08c7 = SD_D_SR_BPegLL_SDLb_B50
c808 08c8 = SD_D_SR_BPegLR_SDLb
c908 08c9 = SD_D_SR_BPegLR_SDLb_B50
ca08 08ca = SD_D_SR_BPegMF_SDLb
cb08 08cb = SD_D_SR_BPegMF_SDLb_B50
cc08 08cc = SD_D_SR_BPegML_SDLb
cd08 08cd = SD_D_SR_BPegML_SDLb_B50
ce08 08ce = SD_D_SR_BPegMR_SDLb
cf08 08cf = SD_D_SR_BPegMR_SDLb_B50
d008 08d0 = SD_D_SR_BSegA_BSegB
d108 08d1 = SD_D_SR_BSegA_BSegB_B100
d208 08d2 = SD_D_SR_BSegA_SDLb
b214 14b2 = SD_D_SR_BSegA_SSLb
d308 08d3 = SD_D_SR_BSegB_BSegC
d408 08d4 = SD_D_SR_BSegB_BSegC_B100
d508 08d5 = SD_D_SR_BSegB_SDLb
b314 14b3 = SD_D_SR_BSegB_SSLb
d608 08d6 = SD_D_SR_BSegC_BSegA
d708 08d7 = SD_D_SR_BSegC_BSegA_B100
d808 08d8 = SD_D_SR_BSegC_SDLb
b414 14b4 = SD_D_SR_BSegC_SSLb
b508 08b5 = SD_D_SR_BlockFromHF_SDLb
b608 08b6 = SD_D_SR_BlockFromHL_SDLb
b708 08b7 = SD_D_SR_BlockFromHR_SDLb
b808 08b8 = SD_D_SR_BlockFromLF_SDLb
b908 08b9 = SD_D_SR_BlockFromLL_SDLb
ba08 08ba = SD_D_SR_BlockFromLR_SDLb
bb08 08bb = SD_D_SR_BlockFromMF_SDLb
bc08 08bc = SD_D_SR_BlockFromML_SDLb
bd08 08bd = SD_D_SR_BlockFromMR_SDLb
e508 08e5 = SD_D_SR_DPegHF_SDLb
e608 08e6 = SD_D_SR_DPegHF_SDLb_B50
e708 08e7 = SD_D_SR_DPegHL_SDLb
e808 08e8 = SD_D_SR_DPegHL_SDLb_B50
e908 08e9 = SD_D_SR_DPegHR_SDLb
ea08 08ea = SD_D_SR_DPegHR_SDLb_B50
eb08 08eb = SD_D_SR_DPegLF_SDLb
ec08 08ec = SD_D_SR_DPegLF_SDLb_B50
ed08 08ed = SD_D_SR_DPegLL_SDLb
ee08 08ee = SD_D_SR_DPegLL_SDLb_B50
ef08 08ef = SD_D_SR_DPegLR_SDLb
f008 08f0 = SD_D_SR_DPegLR_SDLb_B50
f108 08f1 = SD_D_SR_DPegMF_SDLb
f208 08f2 = SD_D_SR_DPegMF_SDLb_B50
f308 08f3 = SD_D_SR_DPegML_SDLb
f408 08f4 = SD_D_SR_DPegML_SDLb_B50
f508 08f5 = SD_D_SR_DPegMR_SDLb
f608 08f6 = SD_D_SR_DPegMR_SDLb_B50
f708 08f7 = SD_D_SR_DSegA_SDLb
b514 14b5 = SD_D_SR_DSegA_SSLb
f808 08f8 = SD_D_SR_DSegB_SDLb
b614 14b6 = SD_D_SR_DSegB_SSLb
f908 08f9 = SD_D_SR_DSegC_SDLb
b714 14b7 = SD_D_SR_DSegC_SSLb
d908 08d9 = SD_D_SR_DodgeFromHB_SDLb
da08 08da = SD_D_SR_DodgeFromHF_SDLb
db08 08db = SD_D_SR_DodgeFromHL_SDLb
dc08 08dc = SD_D_SR_DodgeFromHR_SDLb
dd08 08dd = SD_D_SR_DodgeFromLB_SDLb
de08 08de = SD_D_SR_DodgeFromLF_SDLb
df08 08df = SD_D_SR_DodgeFromLL_SDLb
e008 08e0 = SD_D_SR_DodgeFromLR_SDLb
e108 08e1 = SD_D_SR_DodgeFromMB_SDLb
e208 08e2 = SD_D_SR_DodgeFromMF_SDLb
e308 08e3 = SD_D_SR_DodgeFromML_SDLb
e408 08e4 = SD_D_SR_DodgeFromMR_SDLb
8b15 158b = SD_D_SR_FailedPunch_FVLb_B50
fa08 08fa = SD_D_SR_FailedPunch_SDLb_B50
0409 0904 = SD_D_SR_SDLb_BPegHF
0509 0905 = SD_D_SR_SDLb_BPegHL
0609 0906 = SD_D_SR_SDLb_BPegHR
0709 0907 = SD_D_SR_SDLb_BPegLF
0809 0908 = SD_D_SR_SDLb_BPegLL
0909 0909 = SD_D_SR_SDLb_BPegLR
0a09 090a = SD_D_SR_SDLb_BPegMF
0b09 090b = SD_D_SR_SDLb_BPegML
0c09 090c = SD_D_SR_SDLb_BPegMR
0d09 090d = SD_D_SR_SDLb_BSegA
0e09 090e = SD_D_SR_SDLb_BSegB
0f09 090f = SD_D_SR_SDLb_BSegC
fb08 08fb = SD_D_SR_SDLb_BlockFromHF
fc08 08fc = SD_D_SR_SDLb_BlockFromHL
fd08 08fd = SD_D_SR_SDLb_BlockFromHR
fe08 08fe = SD_D_SR_SDLb_BlockFromLF
ff08 08ff = SD_D_SR_SDLb_BlockFromLL
0009 0900 = SD_D_SR_SDLb_BlockFromLR
0109 0901 = SD_D_SR_SDLb_BlockFromMF
0209 0902 = SD_D_SR_SDLb_BlockFromML
0309 0903 = SD_D_SR_SDLb_BlockFromMR
ab15 15ab = SD_D_SR_SDLb_BlockIdle
ac15 15ac = SD_D_SR_SDLb_BlockTaunt
1c09 091c = SD_D_SR_SDLb_DPegHF
1d09 091d = SD_D_SR_SDLb_DPegHL
1e09 091e = SD_D_SR_SDLb_DPegHR
1f09 091f = SD_D_SR_SDLb_DPegLF
2009 0920 = SD_D_SR_SDLb_DPegLL
2109 0921 = SD_D_SR_SDLb_DPegLR
2209 0922 = SD_D_SR_SDLb_DPegMF
2309 0923 = SD_D_SR_SDLb_DPegML
2409 0924 = SD_D_SR_SDLb_DPegMR
2509 0925 = SD_D_SR_SDLb_DSegA
2609 0926 = SD_D_SR_SDLb_DSegB
2709 0927 = SD_D_SR_SDLb_DSegC
1009 0910 = SD_D_SR_SDLb_DodgeFromHB
1109 0911 = SD_D_SR_SDLb_DodgeFromHF
1209 0912 = SD_D_SR_SDLb_DodgeFromHL
1309 0913 = SD_D_SR_SDLb_DodgeFromHR
1409 0914 = SD_D_SR_SDLb_DodgeFromLB
1509 0915 = SD_D_SR_SDLb_DodgeFromLF
1609 0916 = SD_D_SR_SDLb_DodgeFromLL
1709 0917 = SD_D_SR_SDLb_DodgeFromLR
1809 0918 = SD_D_SR_SDLb_DodgeFromMB
1909 0919 = SD_D_SR_SDLb_DodgeFromMF
1a09 091a = SD_D_SR_SDLb_DodgeFromML
1b09 091b = SD_D_SR_SDLb_DodgeFromMR
2809 0928 = SD_D_SR_SDLb_FailedPunch_F50
2b09 092b = SD_D_SR_SDLb_HPeg
2c09 092c = SD_D_SR_SDLb_HSeg
2909 0929 = SD_D_SR_SDLb_Hesitate
2a09 092a = SD_D_SR_SDLb_HesitateDraw
ec0e 0eec = SD_D_SR_SDLb_HesitateDraw_2
ed0e 0eed = SD_D_SR_SDLb_HesitateDraw_3
2d09 092d = SD_D_XR_SDLb_SPeg
2e09 092e = SD_D_XR_SDLb_SSeg
2f09 092f = SD_Idle1
3009 0930 = SD_Idle2
3109 0931 = SD_Idle3
ef0f 0fef = SD_Idle3B
f00f 0ff0 = SD_Idle3C
3209 0932 = SD_Move_B100
3309 0933 = SD_Move_F100
3409 0934 = SD_Move_L50
3509 0935 = SD_Move_R50
9214 1492 = SD_SDLb_Aggro
3709 0937 = SD_SDLb_SLb
3609 0936 = SD_SDLb_iLb
3909 0939 = SD_Shift_B25
3a09 093a = SD_Shift_B50
3b09 093b = SD_Shift_F25
220f 0f22 = SD_Shift_F300
3c09 093c = SD_Shift_F50
3d09 093d = SD_Turn180
3e09 093e = SD_TurnL
3f09 093f = SD_TurnR
8a0e 0e8a = SD_idle
3809 0938 = SD_shift
6314 1463 = SP_A_SRFM_PegBLF_SPHeadGrab
5e09 095e = SP_A_SRFM_PegBLF_Stomp
5f09 095f = SP_A_SRFM_PegBLF_Stomp_B50
6009 0960 = SP_A_SRFM_SPLbStomp
6109 0961 = SP_A_SR_PegAHL_PegBLF
6209 0962 = SP_A_SR_PegAHL_PegBLF_F50
6309 0963 = SP_A_SR_PegAHL_SPLb
6409 0964 = SP_A_SR_PegAHL_SPLb_B50
6509 0965 = SP_A_SR_PegBLF_PegCMF
6609 0966 = SP_A_SR_PegBLF_PegCMF_F50
6414 1464 = SP_A_SR_PegBLF_SPLb
6709 0967 = SP_A_SR_PegBLF_SPLb_B50
df15 15df = SP_A_SR_PegBLF_SPLb_shared
6809 0968 = SP_A_SR_PegCMF_PegDHF
6909 0969 = SP_A_SR_PegCMF_PegDHF_F50
6a09 096a = SP_A_SR_PegCMF_SPLb
6b09 096b = SP_A_SR_PegCMF_SPLb_B50
6c09 096c = SP_A_SR_PegDHF_PegAHL
6d09 096d = SP_A_SR_PegDHF_PegAHL_F50
6e09 096e = SP_A_SR_PegDHF_SPLb
6f09 096f = SP_A_SR_PegDHF_SPLb_B50
7009 0970 = SP_A_SR_SPLb_PegAHL_F50
7109 0971 = SP_A_SR_SPLb_PegBLF_F50
7209 0972 = SP_A_SR_SPLb_PegCMF_F50
7309 0973 = SP_A_SR_SPLb_PegDHF_F50
5c09 095c = SP_Arc_L40
5d09 095d = SP_Arc_R40
7409 0974 = SP_D_SR_BPegHF_SPLb
7509 0975 = SP_D_SR_BPegHF_SPLb_B50
7609 0976 = SP_D_SR_BPegHL_SPLb
7709 0977 = SP_D_SR_BPegHL_SPLb_B50
7809 0978 = SP_D_SR_BPegHR_SPLb
7909 0979 = SP_D_SR_BPegHR_SPLb_B50
7a09 097a = SP_D_SR_BPegLF_SPLb
7b09 097b = SP_D_SR_BPegLF_SPLb_B50
7c09 097c = SP_D_SR_BPegLL_SPLb
7d09 097d = SP_D_SR_BPegLL_SPLb_B50
7e09 097e = SP_D_SR_BPegLR_SPLb
7f09 097f = SP_D_SR_BPegLR_SPLb_B50
8009 0980 = SP_D_SR_BPegMF_SPLb
8109 0981 = SP_D_SR_BPegMF_SPLb_B50
8209 0982 = SP_D_SR_BPegML_SPLb
8309 0983 = SP_D_SR_BPegML_SPLb_B50
8409 0984 = SP_D_SR_BPegMR_SPLb
8509 0985 = SP_D_SR_BPegMR_SPLb_B50
8609 0986 = SP_D_SR_BSegA_BSegB
8709 0987 = SP_D_SR_BSegA_BSegB_B100
8809 0988 = SP_D_SR_BSegA_SPLb
8909 0989 = SP_D_SR_BSegB_BSegC
8a09 098a = SP_D_SR_BSegB_BSegC_B100
8b09 098b = SP_D_SR_BSegB_SPLb
8c09 098c = SP_D_SR_BSegC_BSegA
8d09 098d = SP_D_SR_BSegC_BSegA_B100
8e09 098e = SP_D_SR_BSegC_SPLb
8f09 098f = SP_D_SR_DPegHF_SLb
9009 0990 = SP_D_SR_DPegHF_SLb_B50
9109 0991 = SP_D_SR_DPegHF_SPLb
9209 0992 = SP_D_SR_DPegHF_SPLb_B50
9309 0993 = SP_D_SR_DPegHL_SLb
9409 0994 = SP_D_SR_DPegHL_SLb_B50
9509 0995 = SP_D_SR_DPegHL_SPLb
9609 0996 = SP_D_SR_DPegHL_SPLb_B50
9709 0997 = SP_D_SR_DPegHR_SLb
9809 0998 = SP_D_SR_DPegHR_SLb_B50
9909 0999 = SP_D_SR_DPegHR_SPLb
9a09 099a = SP_D_SR_DPegHR_SPLb_B50
9b09 099b = SP_D_SR_DPegLF_SPLb
9c09 099c = SP_D_SR_DPegLF_SPLb_B50
9d09 099d = SP_D_SR_DPegLL_SLb
9e09 099e = SP_D_SR_DPegLL_SLb_B50
9f09 099f = SP_D_SR_DPegLL_SPLb
a009 09a0 = SP_D_SR_DPegLL_SPLb_B50
a109 09a1 = SP_D_SR_DPegLR_SPLb
a209 09a2 = SP_D_SR_DPegLR_SPLb_B50
a309 09a3 = SP_D_SR_DPegMF_SPLb
a409 09a4 = SP_D_SR_DPegMF_SPLb_B50
a509 09a5 = SP_D_SR_DPegML_SPLb
a609 09a6 = SP_D_SR_DPegML_SPLb_B50
a709 09a7 = SP_D_SR_DPegMR_SPLb
a809 09a8 = SP_D_SR_DPegMR_SPLb_B50
a909 09a9 = SP_D_SR_DSegA_SPLb
aa09 09aa = SP_D_SR_DSegB_SPLb
ab09 09ab = SP_D_SR_DSegC_SPLb
8c15 158c = SP_D_SR_FailedPunch_FVLb_B50
c115 15c1 = SP_D_SR_FailedPunch_SPLb_B50
ac09 09ac = SP_D_SR_SLb_DPegHF
ad09 09ad = SP_D_SR_SLb_DPegHL
ae09 09ae = SP_D_SR_SLb_DPegHR
af09 09af = SP_D_SR_SLb_DPegLL
b009 09b0 = SP_D_SR_SPLb_BPegHF
b109 09b1 = SP_D_SR_SPLb_BPegHL
b209 09b2 = SP_D_SR_SPLb_BPegHR
b309 09b3 = SP_D_SR_SPLb_BPegLF
b409 09b4 = SP_D_SR_SPLb_BPegLL
b509 09b5 = SP_D_SR_SPLb_BPegLR
b609 09b6 = SP_D_SR_SPLb_BPegMF
b709 09b7 = SP_D_SR_SPLb_BPegML
b809 09b8 = SP_D_SR_SPLb_BPegMR
b909 09b9 = SP_D_SR_SPLb_BSegA
ba09 09ba = SP_D_SR_SPLb_BSegB
bb09 09bb = SP_D_SR_SPLb_BSegC
bc09 09bc = SP_D_SR_SPLb_DPegHF
bd09 09bd = SP_D_SR_SPLb_DPegHL
be09 09be = SP_D_SR_SPLb_DPegHR
bf09 09bf = SP_D_SR_SPLb_DPegLF
c009 09c0 = SP_D_SR_SPLb_DPegLL
c109 09c1 = SP_D_SR_SPLb_DPegLR
c209 09c2 = SP_D_SR_SPLb_DPegMF
c309 09c3 = SP_D_SR_SPLb_DPegML
c409 09c4 = SP_D_SR_SPLb_DPegMR
c509 09c5 = SP_D_SR_SPLb_DSegA
c609 09c6 = SP_D_SR_SPLb_DSegB
c709 09c7 = SP_D_SR_SPLb_DSegC
c809 09c8 = SP_D_SR_SPLb_FailedPunch_F50
c909 09c9 = SP_D_SR_SPLb_HPeg
ca09 09ca = SP_D_SR_SPLb_HSeg
cb09 09cb = SP_D_XR_SPLb_SPeg
cc09 09cc = SP_D_XR_SPLb_SSeg
cd09 09cd = SP_Idle1
ce09 09ce = SP_Idle2
cf09 09cf = SP_Idle3
f10f 0ff1 = SP_Idle3B
5110 1051 = SP_Idle3C
d009 09d0 = SP_Move_B100
d109 09d1 = SP_Move_F100
d209 09d2 = SP_Move_L50
d309 09d3 = SP_Move_R50
9314 1493 = SP_SPLb_Aggro
da09 09da = SP_SPLb_SLb
d909 09d9 = SP_SPLb_iLb
d509 09d5 = SP_Shift_B25
d609 09d6 = SP_Shift_B50
d709 09d7 = SP_Shift_F25
230f 0f23 = SP_Shift_F300
d809 09d8 = SP_Shift_F50
db09 09db = SP_Turn180
dc09 09dc = SP_TurnL
dd09 09dd = SP_TurnR
8b0e 0e8b = SP_idle
d409 09d4 = SP_shift
e009 09e0 = SS_A_SRFM_SegA_SSHeadGrabKneeFace_F100
6514 1465 = SS_A_SRFM_SegA_SSTossBehind_F140
e015 15e0 = SS_A_SRFM_SegA_SSTossBehind_F140_shared
6614 1466 = SS_A_SRFM_SegB_SSHeadGrabPunch_B50
e109 09e1 = SS_A_SRFM_SegB_SSKneeGroin_B50
e209 09e2 = SS_A_SRFM_SegC_SSHeadButt_B50
6714 1467 = SS_A_SRFM_SegC_SSPounce_B50
e115 15e1 = SS_A_SRFM_SegC_SSPounce_B50_shared
ec09 09ec = SS_A_SR_SSLb_SegA_F50
ed09 09ed = SS_A_SR_SSLb_SegB_F50
ee09 09ee = SS_A_SR_SSLb_SegC_F50
e509 09e5 = SS_A_SR_SegA_SSLb_B50
e309 09e3 = SS_A_SR_SegA_SegB
b114 14b1 = SS_A_SR_SegA_SegB_100
e409 09e4 = SS_A_SR_SegA_SegB_F100
e809 09e8 = SS_A_SR_SegB_SSLb_B50
e609 09e6 = SS_A_SR_SegB_SegC
e709 09e7 = SS_A_SR_SegB_SegC_F100
eb09 09eb = SS_A_SR_SegC_SSLb_B50
e909 09e9 = SS_A_SR_SegC_SegA
ea09 09ea = SS_A_SR_SegC_SegA_F100
de09 09de = SS_Arc_L40
df09 09df = SS_Arc_R40
ef09 09ef = SS_D_SR_BSegA_BSegB
f009 09f0 = SS_D_SR_BSegA_BSegB_B100
f109 09f1 = SS_D_SR_BSegA_SSLb
f209 09f2 = SS_D_SR_BSegB_BSegC
f309 09f3 = SS_D_SR_BSegB_BSegC_B100
f409 09f4 = SS_D_SR_BSegB_SSLb
f509 09f5 = SS_D_SR_BSegC_BSegA
f609 09f6 = SS_D_SR_BSegC_BSegA_B100
f709 09f7 = SS_D_SR_BSegC_SSLb
f809 09f8 = SS_D_SR_DPegHF_SSLb
f909 09f9 = SS_D_SR_DPegHF_SSLb_B50
fa09 09fa = SS_D_SR_DPegHL_SSLb
fb09 09fb = SS_D_SR_DPegHL_SSLb_B50
fc09 09fc = SS_D_SR_DPegHR_SSLb
fd09 09fd = SS_D_SR_DPegHR_SSLb_B50
fe09 09fe = SS_D_SR_DPegLF_SSLb
ff09 09ff = SS_D_SR_DPegLF_SSLb_B50
000a 0a00 = SS_D_SR_DPegLL_SSLb
010a 0a01 = SS_D_SR_DPegLL_SSLb_B50
020a 0a02 = SS_D_SR_DPegLR_SSLb
030a 0a03 = SS_D_SR_DPegLR_SSLb_B50
040a 0a04 = SS_D_SR_DPegMF_SSLb
050a 0a05 = SS_D_SR_DPegMF_SSLb_B50
060a 0a06 = SS_D_SR_DPegML_SSLb
070a 0a07 = SS_D_SR_DPegML_SSLb_B50
080a 0a08 = SS_D_SR_DPegMR_SSLb
090a 0a09 = SS_D_SR_DPegMR_SSLb_B50
0a0a 0a0a = SS_D_SR_DSegA_DSegB
0b0a 0a0b = SS_D_SR_DSegA_DSegB_B100
0c0a 0a0c = SS_D_SR_DSegA_SSLb
0d0a 0a0d = SS_D_SR_DSegB_DSegC
0e0a 0a0e = SS_D_SR_DSegB_DSegC_B100
0f0a 0a0f = SS_D_SR_DSegB_SSLb
100a 0a10 = SS_D_SR_DSegC_DSegA
110a 0a11 = SS_D_SR_DSegC_DSegA_B100
120a 0a12 = SS_D_SR_DSegC_SSLb
8d15 158d = SS_D_SR_FailedPunch_FVLb_B50
c215 15c2 = SS_D_SR_FailedPunch_SSLb_B50
130a 0a13 = SS_D_SR_SSLb_BSegA
140a 0a14 = SS_D_SR_SSLb_BSegB
150a 0a15 = SS_D_SR_SSLb_BSegC
160a 0a16 = SS_D_SR_SSLb_DPegHF
170a 0a17 = SS_D_SR_SSLb_DPegHL
180a 0a18 = SS_D_SR_SSLb_DPegHR
190a 0a19 = SS_D_SR_SSLb_DPegLF
1a0a 0a1a = SS_D_SR_SSLb_DPegLL
1b0a 0a1b = SS_D_SR_SSLb_DPegLR
1c0a 0a1c = SS_D_SR_SSLb_DPegMF
1d0a 0a1d = SS_D_SR_SSLb_DPegML
1e0a 0a1e = SS_D_SR_SSLb_DPegMR
1f0a 0a1f = SS_D_SR_SSLb_DSegA
200a 0a20 = SS_D_SR_SSLb_DSegB
210a 0a21 = SS_D_SR_SSLb_DSegC
220a 0a22 = SS_D_SR_SSLb_FailedPunch_F50
230a 0a23 = SS_D_SR_SSLb_HPeg
240a 0a24 = SS_D_SR_SSLb_HSeg
250a 0a25 = SS_D_XR_SSLb_SPeg
260a 0a26 = SS_D_XR_SSLb_SSeg
270a 0a27 = SS_Idle1
280a 0a28 = SS_Idle2
290a 0a29 = SS_Idle3
f20f 0ff2 = SS_Idle3B
f30f 0ff3 = SS_Idle3C
2a0a 0a2a = SS_Move_B100
2b0a 0a2b = SS_Move_F100
2c0a 0a2c = SS_Move_L50
2d0a 0a2d = SS_Move_R50
9414 1494 = SS_SSLb_Aggro
340a 0a34 = SS_SSLb_SLb
330a 0a33 = SS_SSLb_iLb
2f0a 0a2f = SS_Shift_B25
300a 0a30 = SS_Shift_B50
310a 0a31 = SS_Shift_F25
240f 0f24 = SS_Shift_F300
320a 0a32 = SS_Shift_F50
350a 0a35 = SS_Turn180
360a 0a36 = SS_TurnL
370a 0a37 = SS_TurnR
8c0e 0e8c = SS_idle
2e0a 0a2e = SS_shift
6814 1468 = S_A_LRSM_SLb_WerewolfPounce_F250
e215 15e2 = S_A_LRSM_SLb_WerewolfPounce_F250_shared
bb0a 0abb = S_A_LR_SLb_SMoveToMRSolo_F250
6914 1469 = S_A_MRSM_SLb_WerewolfPounce_F250
e315 15e3 = S_A_MRSM_SLb_WerewolfPounce_F250_shared
bc0a 0abc = S_A_MR_DASideTackleLF_F440
410f 0f41 = S_A_MR_EntryMoveKickMF_F250
480f 0f48 = S_A_MR_EntryMoveLegSweepLF_F250
bd0a 0abd = S_A_MR_LeapKickMF_F530
be0a 0abe = S_A_MR_SLbMoveToSRSolo_PegDHF_F300
bf0a 0abf = S_A_MR_SLb_SMoveToSR_F125
2910 1029 = S_A_MR_TackleDivingTackleDir0_F250
4110 1041 = S_A_MR_TackleDivingTackleDir0_F390
2a10 102a = S_A_MR_TackleDivingTackleDir1_F250
4210 1042 = S_A_MR_TackleDivingTackleDir1_F390
2b10 102b = S_A_MR_TackleDivingTackleDir2_F250
4310 1043 = S_A_MR_TackleDivingTackleDir2_F390
2c10 102c = S_A_MR_TackleDivingTackleDir3_F250
4410 1044 = S_A_MR_TackleDivingTackleDir3_F390
2d10 102d = S_A_MR_TackleDivingTackleDir4_F250
4510 1045 = S_A_MR_TackleDivingTackleDir4_F390
2e10 102e = S_A_MR_TackleDivingTackleDir5_F250
4610 1046 = S_A_MR_TackleDivingTackleDir5_F390
2f10 102f = S_A_MR_TackleDivingTackleDir6_F250
4710 1047 = S_A_MR_TackleDivingTackleDir6_F390
3010 1030 = S_A_MR_TackleDivingTackleDir7_F250
4810 1048 = S_A_MR_TackleDivingTackleDir7_F390
1810 1018 = S_A_MR_TackleRunningTackleDir0_F250
6310 1063 = S_A_MR_TackleRunningTackleDir0_F390
1910 1019 = S_A_MR_TackleRunningTackleDir1_F250
6410 1064 = S_A_MR_TackleRunningTackleDir1_F390
1a10 101a = S_A_MR_TackleRunningTackleDir2_F250
6510 1065 = S_A_MR_TackleRunningTackleDir2_F390
1b10 101b = S_A_MR_TackleRunningTackleDir3_F250
6610 1066 = S_A_MR_TackleRunningTackleDir3_F390
1c10 101c = S_A_MR_TackleRunningTackleDir4_F250
6710 1067 = S_A_MR_TackleRunningTackleDir4_F390
1d10 101d = S_A_MR_TackleRunningTackleDir5_F250
6810 1068 = S_A_MR_TackleRunningTackleDir5_F390
1e10 101e = S_A_MR_TackleRunningTackleDir6_F250
6910 1069 = S_A_MR_TackleRunningTackleDir6_F390
1f10 101f = S_A_MR_TackleRunningTackleDir7_F250
6a10 106a = S_A_MR_TackleRunningTackleDir7_F390
a10f 0fa1 = S_A_MR_TackleSlideTackleDir0_F250
c50f 0fc5 = S_A_MR_TackleSlideTackleDir0_F255
c00a 0ac0 = S_A_SRPA_SLb_ProneAttack
2e14 142e = S_A_SRSM_SLb_Bash
2f11 112f = S_A_SRSM_SLb_CheapShot
3011 1130 = S_A_SRSM_SLb_CutthroatFootsweep
c10a 0ac1 = S_A_SRSM_SLb_DoubleOverhandSmash
3511 1135 = S_A_SRSM_SLb_HeadButt_F100
9b13 139b = S_A_SRSM_SLb_LowBlow
e011 11e0 = S_A_SRSM_SLb_SilverBulletGun
3d0f 0f3d = S_A_SRSM_SLb_SweepkickAll
3e0f 0f3e = S_A_SRSM_SLb_SynapticKiBurstAll
6a14 146a = S_A_SRSM_SLb_WerewolfPounce
e415 15e4 = S_A_SRSM_SLb_WerewolfPounce_shared
b910 10b9 = S_A_SR_SCounterSneakMF
c20a 0ac2 = S_A_SR_SLb_DualWeaponDisarm
c30a 0ac3 = S_A_SR_SLb_PistolDisarm
c40a 0ac4 = S_A_SR_SLb_RifleDisarm
